ID,N,E,"Accuracy (radius, m)","Thickness, m","Absolute elevation, m a.s.l.",Type of excavation,Geomorphological position modern,Geomorphological position,Name of geographic feature,Nearest locality,Administrative unit,Type of deposits,Stratigraphic position,Chronological data available,Dating method,Number of magnetostratigraphy boundaries,Number of  14С dates ,Number of  OSL dates,Number of  TL dates,Number of (U–Th)/He dates ,Publication 1,DOI / link 1,Publication 2,DOI / link 2,Publication 3,DOI / link 3,Publication 4,DOI / link 4,Principal investigator,Comments,Data contributor,n_sources
1,44.78053,44.16336,5000,1–100,90–130,ND,ND,ND,Буденновск,Буденновск,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Галай Научные статьи.pdf,ND,Галай_1981_Некотороые закономерности строения лессовых толщ.pdf,ND,Диссертация Галай,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,ND,консолидировано из 5 источн.; г. Буденновск || г. Буденновск,auto-extraction (loess pipeline),5
7877,53.33859,34.12136,5000,ND,ND,ND,ND,ND,Хотылево-2,Хотылево-2,ND,loess-like loam; slope deposits,Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part3.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Памятник Хотылево-2 расположен в 275 м к востоку от Хотылево-6... Культурный слой памятника Хотылево-2 зафиксирован в четырех пунктах,auto-extraction (loess pipeline),1
7907,61.7248,50.95596,5000,ND,ND,ND,ND,ND,Седкыркещ,Седкыркещ,Республика Коми,alluvium; slope deposits,Holocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part3.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Объектом изучения аллювиальных осадков был выбран район пос. Седкыркещ, Республика Коми",auto-extraction (loess pipeline),1
7908,61.7248,50.95596,5000,6,ND,ND,ND,ND,Седкыркещ,Седкыркещ,ND,alluvium,Holocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part3.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Разрез Седкыркещ находится на правом берегу р. Вычегды, в 300 м ниже по течению от пос. Седкыркещ",auto-extraction (loess pipeline),1
7923,54.11536,29.55999,5000,ND,ND,ND,ND,ND,Беларусь,Беларусь,Беларусь,alluvium; loess; loess-like loam; marine deposits; slope deposits,Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL,ND,ND,ND,ND,ND,SBORNIK-part4.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Многолетние геологические исследования антропогеновой толщи на территории Беларуси показали, что единого эталонного разреза с непрерывным осадконакопл",auto-extraction (loess pipeline),1
7926,51.21476,109.22471,5000,ND,ND,ND,ND,ND,Новопавловка,Новопавловка,ND,alluvium,Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,SBORNIK-part4.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у северо-восточной окраины с. Новопавловка,auto-extraction (loess pipeline),1
7944,55.46949,30.95395,5000,ND,ND,ND,ND,ND,Орляки,Орляки,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; TL,ND,ND,ND,ND,ND,SBORNIK-part4.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Геологический разрез Орляки,auto-extraction (loess pipeline),1
7949,52.19083,55.51165,5000,ND,ND,ND,ND,ND,Саргуль,Саргуль,ND,marine deposits,Holocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part4.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; получено в районе оз. Саргуль,auto-extraction (loess pipeline),1
7952,57.71524,28.2616,5000,ND,ND,ND,ND,ND,Раздолье,Раздолье,ND,loess,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,SBORNIK-part5.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; типовым местонанахождением комплекса Раздолье,auto-extraction (loess pipeline),1
7956,61.82475,51.71317,5000,ND,ND,ND,ND,ND,Пезмог-4,Пезмог-4,ND,slope deposits; till,Upper Pleistocene; Holocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part5.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; «в разрезе Пезмог-4 накопление толщи торфов, венчающее заиление палеорусла 5‑й генерации, прерывается накоплением суглинков мощностью 1,8 м»",auto-extraction (loess pipeline),1
7961,64.53854,40.16118,5000,ND,ND,ND,ND,ND,Рикасиха,Рикасиха,Архангельская область,loess-like loam,Holocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part5.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; В 2005 г. в районе села Рикасиха (между Архангельском и Северодвинском) был изучен разрез торфяника «Рикасиха».,auto-extraction (loess pipeline),1
7963,54.91316,76.07192,5000,ND,ND,ND,ND,ND,Лебяжье,Лебяжье,Новосибирская область,alluvium; loess,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,SBORNIK-part5.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; единственным палеонтологически хорошо охарактеризованным разрезом, который следует рассматривать в качестве регионального стратотипа нижней границы кв",auto-extraction (loess pipeline),1
7982,45.9701,61.01978,5000,11,39,ND,ND,ND,Каратерен,Каратерен,ND,marine deposits; slope deposits,Upper Pleistocene; Holocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part7.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Скважина Б1-2008 пробурена в 30 км к ЮЗ от пос. Каратерен,auto-extraction (loess pipeline),1
7985,58.03019,68.84983,5000,ND,ND,ND,ND,ND,Байгара,Байгара,Тобольск,loess,Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,SBORNIK-part8.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Таранная кость взрослого человека из местонахождения Байгара близ г. Тобольска (58°02′ с.ш., 68°51′ в.д.) датирована более 40 300 л.н. (AA-61831) [Kuz",auto-extraction (loess pipeline),1
8009,56.28474,86.69849,5000,ND,ND,ND,ND,ND,Почитанка,Почитанка,Кемеровская область,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,SBORNIK-part9.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Разрез Почитанка (N 56°14′; E 86°28′; ~3 км ниже по течению от пос. Яя; Яйский район, Кемеровская область)",auto-extraction (loess pipeline),1
8015,59.10198,39.7863,5000,ND,ND,ND,ND,ND,Нагорное,Нагорное,ND,loess; loess-like silty loam,Middle Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Главный слой Зюссенборна, Нагорное, Ми-хайловка",auto-extraction (loess pipeline),1
8033,69.66365,84.40791,5000,ND,ND,ND,ND,ND,Усть-Порт,Усть-Порт,ND,alluvium,Middle Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в районах Усть-Порта,auto-extraction (loess pipeline),1
8082,55.46442,50.14062,5000,ND,ND,ND,ND,ND,Рыбная Слобода,Рыбная Слобода,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; горицкой свиты в районе с. Рыбная Слобода,auto-extraction (loess pipeline),1
8083,55.67418,52.13973,5000,ND,ND,ND,ND,ND,Бетьки,Бетьки,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Сокольский горизонт кинельской свиты: Бетьки; Камские Поляны,auto-extraction (loess pipeline),1
8084,55.4255,51.41016,5000,ND,ND,ND,ND,ND,Камские Поляны,Камские Поляны,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Сокольский горизонт кинельской свиты: Бетьки; Камские Поляны,auto-extraction (loess pipeline),1
8086,55.19777,50.60372,5000,ND,ND,ND,ND,ND,Муслюмкино,Муслюмкино,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Акчагыльские слои (верхний акчагыл): Подгорные Баялы; Муслюмкино; Юски-Текермень; Корнеевка,auto-extraction (loess pipeline),1
8088,54.77567,36.16682,5000,ND,ND,ND,ND,ND,Корнеевка,Корнеевка,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Акчагыльские слои (верхний акчагыл): Подгорные Баялы; Муслюмкино; Юски-Текермень; Корнеевка,auto-extraction (loess pipeline),1
8089,55.55216,51.20668,5000,ND,ND,ND,ND,ND,Омарский Починок,Омарский Починок,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Икский и омарский горизонты домашкинской свиты: Омарский Починок; Новый,auto-extraction (loess pipeline),1
8090,56.67368,31.10656,5000,ND,ND,ND,ND,ND,Новый,Новый,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Икский и омарский горизонты домашкинской свиты: Омарский Починок; Новый,auto-extraction (loess pipeline),1
8091,55.69682,53.29626,5000,ND,ND,ND,ND,ND,Мелькень,Мелькень,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Мелькень (в таблице),auto-extraction (loess pipeline),1
8101,41.81136,41.77932,5000,ND,ND,ND,ND,ND,Кобулети,Кобулети,ND,marine deposits,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Қарангатский
Кобулети",auto-extraction (loess pipeline),1
8102,42.18132,41.72475,5000,ND,ND,ND,ND,ND,Патара-Поти,Патара-Поти,ND,marine deposits,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Древнеэвкинский
Патара-Поти",auto-extraction (loess pipeline),1
8108,42.02092,41.89083,5000,ND,ND,ND,ND,ND,Хорети,Хорети,ND,marine deposits,Lower Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Понтический
Пицунда; Хорети;
Гулиани",auto-extraction (loess pipeline),1
8109,42.02099,41.92282,5000,ND,ND,ND,ND,ND,Гулиани,Гулиани,ND,marine deposits,Lower Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Понтический
Пицунда; Хорети;
Гулиани",auto-extraction (loess pipeline),1
8117,48.6636,25.84293,5000,ND,ND,ND,ND,ND,Касперовцы,Касперовцы,Тернопольская область,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; стоянка Касперовцы на р. Серет на левобережье, в Тернопольской области",auto-extraction (loess pipeline),1
8118,44.82916,34.91274,5000,ND,ND,ND,ND,ND,Новый Свет,Новый Свет,Крым,marine deposits,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у пос. Новый Свет в верхней части фаунистически охарактеризованных отложений карангатской морской трансгрессии,auto-extraction (loess pipeline),1
8126,52.84334,30.95819,5000,ND,ND,ND,ND,ND,Бердыж,Бердыж,Гомельская область,loess-like loam,Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Стоянка Бердыж,auto-extraction (loess pipeline),1
8148,56.52466,55.20095,5000,ND,ND,ND,ND,ND,Гожан,Гожан,ND,alluvium; loess; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Гожан, скв. 23",auto-extraction (loess pipeline),1
8149,56.43351,55.59076,5000,ND,ND,ND,ND,ND,Куеда,Куеда,ND,alluvium; loess; marine deposits; slope deposits,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Куеда, скв. 1",auto-extraction (loess pipeline),1
8157,55.72872,64.15702,5000,ND,ND,ND,ND,ND,Заозерная,Заозерная,Р-3,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Заозерная, Р-3",auto-extraction (loess pipeline),1
8158,52.72433,27.46372,5000,ND,ND,ND,ND,ND,Старобин,Старобин,Р-1,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Старобин, Р-1",auto-extraction (loess pipeline),1
8159,52.09356,28.6581,5000,ND,ND,ND,ND,ND,Шестовичи,Шестовичи,Р-3,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Шестовичи, Р-3",auto-extraction (loess pipeline),1
8160,52.1259,28.4957,5000,ND,ND,ND,ND,ND,Петриков,Петриков,Р-5,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Петриков, Р-5",auto-extraction (loess pipeline),1
8161,52.31258,28.81948,5000,ND,ND,ND,ND,ND,Копаткевичи,Копаткевичи,Р-4,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Копаткевичи, Р-4",auto-extraction (loess pipeline),1
8162,51.80629,29.15196,5000,ND,ND,ND,ND,ND,Ельск,Ельск,D-17,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Ельск, D-17",auto-extraction (loess pipeline),1
8163,51.80629,29.15196,5000,ND,ND,ND,ND,ND,Ельск,Ельск,D-14,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Ельск, D-14",auto-extraction (loess pipeline),1
8164,51.80629,29.15196,5000,ND,ND,ND,ND,ND,Ельск,Ельск,D-16,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Sherbakov_DI_1963_Geohimiya_petrografiya_i_mineralogiya_osadochnih_porod.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Ельск, D-16",auto-extraction (loess pipeline),1
